Document Title,¤¤¤å¼ÐÃD,Authors,Author Affiliations,Publication Title,Date Added To Xplore,Publication Year,Volume,Issue,Start Page,End Page,Abstract,ISSN,ISBNs,DOI,Funding Information,PDF Link,Author Keywords,IEEE Terms,INSPEC Controlled Terms,INSPEC Non-Controlled Terms,Mesh_Terms,Article Citation Count,Patent Citation Count,Reference Count,License,Online Date,Issue Date,Meeting Date,Publisher,Document Identifier
A new non-negative matrix factorization algorithm with sparseness constraints,¤@ºØ·sªº¨ã¦³µ}²¨¬ù§ôªº«D­t¯x°}¤À¸Ñºâªk,W. Zhao; H. Ma; N. Li,"College of Information Engineering, Xiangtan University, Xiangtan 411105, China; College of Mathematics and Information Science, Northwest Normal University, Lanzhou 730070, China; College of Mathematics and Computer Science, Hebei University, Baoding 071002, China",2011 International Conference on Machine Learning and Cybernetics,12-Sep-11,2011,4,,1449,1452,"The non-negative matrix factorization (NMF) aims to find two matrix factors for a matrix X such that X ??W H, where W and H are both nonnegative matrices. The non-negativity constraint arises often naturally in applications in physics and engineering. In this paper, we propose a new NMF approach, which incorporates sparseness constraints explicitly. The new model can learn much sparser matrix factorization. Also, an objective function is defined to impose the sparseness constraint, in addition to the non-negative constraint. Experimental results on two document datasets show the effectiveness and efficiency of the proposed method.",2160-1348,978-1-4577-0308-9,10.1109/ICMLC.2011.6016966,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6016966,Non-negative matrix factorization;sparseness constraints;document clustering,Legged locomotion,document handling;matrix decomposition;pattern clustering;sparse matrices,nonnegative matrix factorization algorithm;sparseness constraints;NMF approach;document clustering,,8,,15,,12-Sep-11,,,IEEE,IEEE Conferences
A hybrid feature selection algorithm for web document clustering,Web¤åÀÉ»EÃþªº²V¦X¯S¼x¿ï¾Üºâªk,A. Benghabrit; B. Ouhbi; E. M. Zemmouri; B. Frikh; H. Behja,"LM2I Laboratory, ENSAM, MoulayIsmaÃ¯l University, MeknÃ¨s, Morocco; LM2I Laboratory, ENSAM, MoulayIsmaÃ¯l University, MeknÃ¨s, Morocco; LM2I Laboratory, ENSAM, MoulayIsmaÃ¯l University, MeknÃ¨s, Morocco; LTTI Laboratory, EST-FÃ¨s, Sidi Mohamed Ben Abdellah, FÃ¨s, Morocco; Greentic Laobarory, ENSEM, Hassan 2 University, Casablanca, Morocco",2014 International Conference on Next Generation Networks and Services (NGNS),18-Dec-14,2014,,,216,222,"Knowing that not all the features in a dataset are important since some are redundant or irrelevant, the use of feature selection, an effective dimensionality reduction technique, is essential for web document clustering. For the clustering process, it represents the task of selecting important features for the underlying clusters. Therefore in order to pilot the web document clustering process, we propose a hybrid feature selection algorithm that selects simultaneously the most statistical and semantic informative features through a weighting model. The clustering process selects relevant features and performs document clustering iteratively until stability. The experimental results demonstrate the practical aspects of our algorithm and show that it generates more efficient clustering than the one obtained by other existing algorithms.",2327-6533,978-1-4799-6937-1,10.1109/NGNS.2014.6990255,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6990255,Clustering;Web documents;Feature selection methods;Statistical and semantic analysis;Performance analysis,Clustering algorithms;Semantics;Vectors;Feature extraction;Mutual information;Algorithm design and analysis;Convergence,feature selection;Internet;stability;statistical analysis,hybrid feature selection algorithm;Web document clustering process;statistical informative features;semantic informative features;weighting model;stability,,,,36,,18-Dec-14,,,IEEE,IEEE Conferences
Clustering XML Documents Based on Data Type,®Ú¾Ú¼Æ¾ÚÃþ«¬¹ïXML¤åÀÉ¶i¦æ»EÃþ,C. Zhou; Y. Lu,"Coll. of Comput. Sci. & Technol., Huazhong Univ. of Sci. & Technol., China; Coll. of Comput. Sci. & Technol., Huazhong Univ. of Sci. & Technol., China",2008 International Conference on Computational Intelligence and Security,22-Dec-08,2008,2,,122,127,"The existing so-called semantic XML document clustering algorithms usually use a synonymous word library to calculate semantic similarities among XML documents. However, when people create their own XML documents, they name the element randomly and often use lots of abbreviations. Many tags are not real words at all. The XML documents created by different people may appear very different from each other even if they describe the same object. The traditional methods do not work well in such case. To address the problem, we proposed a novel similarity measure standard based on data-type tree, a model integrating data types and tags of XML documents. A clustering algorithm DT2K-means is also proposed to cluster XML documents. Empirical experiment results on real world data sets show DT2K-means can group the semantic similar XML documents together correctly, which contain different tags but describe the same object.",,978-0-7695-3508-1,10.1109/CIS.2008.90,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4724749,clustering;data type;XML,XML;Clustering algorithms;Educational institutions;Computer science;Computational intelligence;Computer security;Data security;Libraries;Measurement standards;Stability,pattern clustering;XML,semantic XML document clustering algorithm;synonymous word library;semantic similarity;similarity measure standard;data type tree;eXtensible Markup Language,,,,14,,22-Dec-08,,,IEEE,IEEE Conferences
Stamp Detection in Color Document Images,±m¦â¤åÀÉ¹Ï¹³¤¤ªº¹Ï³¹ÀË´ú,B. MicenkovÂ´; J. v. Beusekom,NA; NA,2011 International Conference on Document Analysis and Recognition,3-Nov-11,2011,,,1125,1129,"An automatic system for stamp segmentation and further verification is needed especially for environments like insurance companies where a huge volume of documents is processed daily. However, detection of a general stamp is not a trivial task as it can have different shapes and colors and, moreover, it can be imprinted with a variable quality and rotation. Previous methods were restricted to detection of stamps of particular shapes or colors. The method presented in the paper includes segmentation of the image by color clustering and subsequent classification of candidate solutions by geometrical and color-related features. The approach allows for differentiation of stamps from other color objects in the document such as logos or texts. For the purpose of evaluation, a data set of 400 document images has been collected, annotated and made public. With the proposed method, recall of 83% and precision of 84% have been achieved.",2379-2140,978-0-7695-4520-2,10.1109/ICDAR.2011.227,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6065485,stamp detection;image segmentation;computational forensics;color clustering,Image color analysis;Image segmentation;Shape;Seals;Feature extraction;Image resolution;Vectors,computer forensics;document image processing;feature extraction;image colour analysis;image segmentation;pattern clustering,stamp detection;color document images;automatic stamp segmentation system;insurance companies;image segmentation;color clustering;subsequent classification;color-related feature;geometrical feature,,14,,15,,3-Nov-11,,,IEEE,IEEE Conferences
A novel approach to sentence clustering,¤@ºØ·s¿oªº¥y¤l»EÃþ¤èªk,D. Sahoo; R. Balabantaray,"Dept. of Computer Science & Engineering, IIIT-Bhubaneswar, Odisha, India-751003; Dept. of Computer Science & Engineering, IIIT-Bhubaneswar, Odisha, India-751003","2016 International Conference on Computing, Communication and Automation (ICCCA)",16-Jan-17,2016,,,1,6,"Sentence clustering is often used as the first step in various information retrieval tasks like automatic text summarization, topic detection and tracking etc. Researchers face difficulty to cluster sentences because a single sentence is less informative compared to document. We present a sentence Feature Based Sentence Clustering, FBSC, which incorporates some sentence level relationship features like transition relationship, anaphoric relationship, and term (word) similarity relationship in association with Markov Clustering Algorithm (MCL) to generate sentence clusters. We observe that Purity of clusters generated by Feature Based Sentence Clustering (FBSC) compared to baseline k-means sentence clustering is better.",,978-1-5090-1666-2,10.1109/CCAA.2016.7813697,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7813697,clustering;transition relationship;anaphoric relationship;term similarity,Clustering algorithms;Silicon;Information retrieval;Automation;Computational modeling;Markov processes;Text mining,information retrieval;Markov processes;pattern clustering;text analysis,information retrieval tasks;automatic text summarization;topic detection;topic tracking;feature based sentence clustering;FBSC;transition relationship;anaphoric relationship;term similarity relationship;word similarity relationship;Markov clustering algorithm;MCL,,1,,23,,16-Jan-17,,,IEEE,IEEE Conferences
RDF-based Model for Encoding Document Hierarchies,°ò©óRDFªº¤åÀÉ¼h¦¸µ²ºc½s½X¼Ò«¬,R. O. Chavez; J. A. Sanchez; M. A. Medina; R. O. Chavez; J. A. Sanchez; M. A. Medina,NA; Univ. de las Americas - Puebla; Univ. de las Americas - Puebla; NA; Univ. de las Americas - Puebla; Univ. de las Americas - Puebla,"17th International Conference on Electronics, Communications and Computers (CONIELECOMP'07)",12-Mar-07,2007,,,22,22,"Some document clustering tools automatically or semi-automatically produce document hierarchies. Commonly, they are stored as text or graphical files. As a result, applications are not able to use them before some kind of processing. A more recent representation of document hierarchies employs Extensible Markup Language. However, the reusability of this representation is diminished because the semantic of XML elements is not machine accessible. This paper proposes the use of a resource description framework model to overcome these drawbacks",,0-7695-2799-X,10.1109/CONIELECOMP.2007.29,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4127262,,Encoding;Resource description framework;Clustering algorithms;XML;Information retrieval;Natural languages;Ontologies;Tree graphs;Graphics;Data mining,pattern clustering;semantic networks;XML,RDF-based model;document hierarchy encoding;document clustering tools;Extensible Markup Language;XML elements;resource description framework model,,,,12,,12-Mar-07,,,IEEE,IEEE Conferences
Semantic explorative evaluation of document clustering algorithms,¤åÀÉ»EÃþºâªkªº»y¸q±´¯Á©Êµû¦ô,H. S. Nguyen; S. H. Nguyen; W. ?wieboda,"Institute of Mathematics, The University of Warsaw, Banacha 2, 02-097, Poland; Institute of Mathematics, The University of Warsaw, Banacha 2, 02-097, Poland; Institute of Mathematics, The University of Warsaw, Banacha 2, 02-097, Poland",2013 Federated Conference on Computer Science and Information Systems,7-Nov-13,2013,,,115,122,"In this paper, we investigate the problem of quality analysis of clustering results using semantic annotations given by experts. We propose a novel approach to construction of evaluation measure, which is based on the Minimal Description Length (MDL) principle. In fact this proposed measure, called SEE (Semantic Evaluation by Exploration), is an improvement of the existing evaluation methods such as Rand Index or Normalized Mutual Information. It fixes some of weaknesses of the original methods. We illustrate the proposed evaluation method on the freely accessible biomedical research articles from Pubmed Central (PMC). Many articles from Pubmed Central are annotated by the experts using Medical Subject Headings (MeSH) thesaurus. This paper is a part of the research on designing and developing a dialog-based semantic search engine for SONCA system which is a part of the SYNAT project. We compare different semantic techniques for search result clustering using the proposed measure.",,978-83-60810-52-1,,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6643985,,Clustering algorithms;Extraterrestrial measurements;Semantics;Moon;Decision trees;Biomedical measurement;Indexes,document handling;indexing;pattern clustering;search engines,search result clustering;SYNAT project;SONCA system;dialog-based semantic search engine;MeSH thesaurus;medical subject headings thesaurus;PMC;Pubmed Central;freely accessible biomedical research;normalized mutual information;rand index;semantic evaluation by exploration;SEE;MDL principle;minimal description length principle;semantic annotations;quality analysis;document clustering algorithms;semantic explorative evaluation,,1,,20,,7-Nov-13,,,IEEE,IEEE Conferences
Document Binarization Using Topological Clustering Guided Laplacian Energy Segmentation,¨Ï¥Î©Ý¼³»EÃþ¤Þ¾Éªº©Ô´¶©Ô´µ¯à¶q¤À³Îªº¤åÀÉ¤G­È¤Æ,K. R. Ayyalasomayajula; A. Brun,"Dept. of Inf. Technol., Uppsala Univ., Uppsala, Sweden; Dept. of Inf. Technol., Uppsala Univ., Uppsala, Sweden",2014 14th International Conference on Frontiers in Handwriting Recognition,15-Dec-14,2014,,,523,528,"The current approach for text binarization proposes a clustering algorithm as a preprocessing stage to an energy-based segmentation method. It uses a clustering algorithm to obtain a coarse estimate of the background (BG) and foreground (FG) pixels. These estimates are used as a prior for the source and sink points of a graph cut implementation, which is used to efficiently find the minimum energy solution of an objective function to separate the BG and FG. The binary image thus obtained is used to refine the edge map that guides the graph cut algorithm. A final binary image is obtained by once again performing the graph cut guided by the refined edges on Laplacian of the image.",2167-6445,978-1-4799-4334-0,10.1109/ICFHR.2014.94,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6981073,Image Processing;Classification;Machine Learning;Graph-theoretic methods,Manganese;Clustering algorithms;Image edge detection;Optics;Topology;Laplace equations;Bandwidth,document image processing;graph theory;image classification;image segmentation;learning (artificial intelligence);pattern clustering,document binarization;topological clustering;guided Laplacian energy segmentation;text binarization;clustering algorithm;preprocessing stage;background pixels;BG pixels;foreground pixels;FG pixels;minimum energy solution;binary image;edge map;graph cut algorithm;refined edges;machine learning;classification,,4,,9,,15-Dec-14,,,IEEE,IEEE Conferences
Most Clusters Can Be Retrieved with Short Disjunctive Queries,¥i¥H¨Ï¥ÎÂ²µuªºªR¨ú¬d¸ßÀË¯Á¤j¦h¼Æ¸s¶°,V. Deolalikar,NA,2013 IEEE 13th International Conference on Data Mining,3-Feb-14,2013,,,1019,1024,"Simple keyword based searches are ubiquitous in today's internet age. It is hard to imagine an information system today that does not permit a simple keyword based search. This method of information retrieval has the obvious benefits of being highly interpretable, and having wide usage. However, a general perception is that keyword search may not be as powerful an information retrieval paradigm as those that utilize data mining technologies. At the same time, the tremendous growth in textual information in various domains has also given impetus to data mining technologies such as document clustering. Document clustering is a powerful technique, having wide applications in enterprise information management (EIM). However, there is a general perception that the clusters it produces are not always easily interpretable. This hampers its usage in certain settings. This leads us to the following question: can we retrieve a cluster (from a corpus) using a keyword search with precision and recall that are reasonable from the point of view of a retrieval system? What is the form of such a keyword search? How many keywords do we require? How do we arrive at these keywords? Not only are these questions natural, they have immediate use in several highly regulated applications in EIM such as eDiscovery and compliance, where document sets must be specified using keywords. In order to answer our question, we construct a framework that uses maximal frequent discriminative item sets. The novelty of our usage of these item sets is that although their definition as frequent item sets is conjunctive, we use them to form a disjunctive query upon the corpus. We then study the results of this query as an information retrieval problem whose target is the cluster. Our study yields a surprising result: most clusters can be retrieved, up to reasonable precision and recall, using a disjunctive query of only three terms. Among other ramifications, this gives us a readily interpretable description of a cluster in terms of the disjunctive query that returns it.",2374-8486,978-0-7695-5108-1,10.1109/ICDM.2013.94,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6729591,Document Clustering;Keyword Search;Disjunctive Queries;Frequent Itemsets;Retrieval,Itemsets;Keyword search;Clustering algorithms;Data mining;Organizations;Standards,information systems;pattern clustering;query processing;text analysis,short disjunctive query;keyword based searches;Internet;information retrieval method;data mining technology;textual information;document clustering;enterprise information management;EIM;e-discovery;compliance;document sets;maximal frequent discriminative item sets;information system,,1,,16,,3-Feb-14,,,IEEE,IEEE Conferences
A pipeline for reconstructing cross-shredded English document,¥Î©ó­««Ø¥æ¤e¯»¸Hªº­^»y¤åÀÉªººÞ¹D,Guanghao Chen; Jue Wu; Cundi Jia; Yunzhou Zhang,"School of Computer Science and Engineering, Northeastern University, Shenyang, China; School of Computer Science and Engineering, Northeastern University, Shenyang, China; College of Information Science and Engineering, Northeastern University, Shenyang, China; College of Information Science and Engineering, Northeastern University, Shenyang, China","2017 2nd International Conference on Image, Vision and Computing (ICIVC)",20-Jul-17,2017,,,1034,1039,"Document shreds reconstruction is of great significance in the fields of file confidentiality, anti-disclosure, and investigative science. In this paper, a complete and practical pipeline is designed to reconstruct cross-shredded English documents. The pipeline firstly classifies the shreds into several clusters based on an improved K-means algorithm to reduce clustering imbalance. Especially, a preprocessing is needed before extracting feature vector for shredded English document because of the unaligned characters. Owing to its successful performance in reconstructing the strip-shredded documents, Hungarian algorithm is applied into the permutation for the cross-shredded shreds in the same row. Eventually the location of the connective horizontal paper slips are arranged by considering the complementary relationship of edge vectors between two neighboring shreds. Reconstruction experiment results indicate that the designed pipeline can acquire high precision and efficiency.",,978-1-5090-6238-6,10.1109/ICIVC.2017.7984711,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7984711,cross-shredded document;reconstruction;improved K-means algorithm;hungarian algorithm;pipeline,Gold;IP networks;Fats,document image processing;feature extraction;image classification;image reconstruction;pattern clustering;vectors,cross-shredded English document reconstruction;document shreds reconstruction;file confidentiality;antidisclosure;investigative science;shred classification;improved K-means algorithm;clustering imbalance;feature vector extraction;unaligned characters;strip-shredded document reconstruction;Hungarian algorithm;cross-shredded shreds;connective horizontal paper slips;edge vectors,,,,14,,20-Jul-17,,,IEEE,IEEE Conferences
Architecture of personalized web search engine using suffix tree clustering,¨Ï¥Î«áºó¾ð»EÃþªº­Ó©Ê¤ÆWeb·j¯Á¤ÞÀºªºÅé¨tµ²ºc,A. Annadurai; A. Annadurai,"MTech in Information Technology, Madras Institute of Technology, Anna University, Chennai, India; Data warehouse Engineer, Ness Technologies Ltd, Bangalore, India","2011 International Conference on Signal Processing, Communication, Computing and Networking Technologies",22-Sep-11,2011,,,604,608,"Web search engines are designed to serve all users, independent of the special needs of any individual user. The objective of the project is to develop a personalized web search engine which considers users interest and generates search results based on the user's semantic profile. The proposed system utilizes clustering and re-ranking algorithms in order to organize the web documents and provide an order to the results displayed to the user. Web crawlers are utilized to get the links, images and allied information from the World Wide Web. The fetched documents are further clustered using suffix tree clustering algorithm, which enhances the performance of the web search engine. The results are organized using Page Re-Rank algorithm which considers hyperlink and link structure information to bring an order to the web. The system creates a semantic profile of the user by monitoring and analyzing the users search history. The search results generated will utilize an amalgamation of varied techniques including clustering, re-ranking and semantic user profiles to enhance the performance of the web search engine.",,978-1-61284-653-8,10.1109/ICSCCN.2011.6024622,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6024622,Suffix tree clustering;base clusters;search engine,Search engines;Clustering algorithms;Signal processing algorithms;Semantics;Web search;Engines;Web pages,document handling;Internet;pattern clustering;performance evaluation;search engines;tree data structures,personalized Web search engine architecture;suffix tree clustering algorithm;semantic profile;re-ranking algorithm;Web documents;Web crawlers;World Wide Web;page re-rank algorithm,,3,,24,,22-Sep-11,,,IEEE,IEEE Conferences
A Complete Optical Character Recognition Methodology for Historical Documents,§¹¾ãªº¾ú¥v¤åÄm¥ú¾Ç¦r²ÅÃÑ§O¤èªk,G. Vamvakas; B. Gatos; N. Stamatopoulos; S. J. Perantonis,"Inst. of Inf. & Telecommun., Nat. Center for Sci. Res. Demokritos, Athens; Inst. of Inf. & Telecommun., Nat. Center for Sci. Res. Demokritos, Athens; Inst. of Inf. & Telecommun., Nat. Center for Sci. Res. Demokritos, Athens; Inst. of Inf. & Telecommun., Nat. Center for Sci. Res. Demokritos, Athens",2008 The Eighth IAPR International Workshop on Document Analysis Systems,11-Nov-08,2008,,,525,532,"In this paper a complete OCR methodology for recognizing historical documents, either printed or handwritten without any knowledge of the font, is presented. This methodology consists of three steps: The first two steps refer to creating a database for training using a set of documents, while the third one refers to recognition of new document images. First, a pre-processing step that includes image binarization and enhancement takes place. At a second step a top-down segmentation approach is used in order to detect text lines, words and characters. A clustering scheme is then adopted in order to group characters of similar shape. This is a semi-automatic procedure since the user is able to interact at any time in order to correct possible errors of clustering and assign an ASCII label. After this step, a database is created in order to be used for recognition. Finally, in the third step, for every new document image the above segmentation approach takes place while the recognition is based on the character database that has been produced at the previous step.",,978-0-7695-3337-7,10.1109/DAS.2008.73,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4670002,Optical Character Recognition;Historical Documents,Optical character recognition software;Character recognition;Image databases;Handwriting recognition;Image segmentation;Image recognition;Cultural differences;Image converters;Pattern recognition;Text analysis,document image processing;humanities;image enhancement;image segmentation;learning (artificial intelligence);optical character recognition;pattern clustering;text analysis;visual databases,optical character recognition methodology;historical document;image recognition;image binarization;image enhancement;top-down segmentation approach;text line detection;ASCII label;semiautomatic procedure,,33,,22,,11-Nov-08,,,IEEE,IEEE Conferences
Incorporating paragraph embeddings and density peaks clustering for spoken document summarization,µ²¦X¬q¸¨´O¤J©M±K«×®p»EÃþ¥H¶i¦æ»y­µ¤åÀÉºK­n,K. Chen; K. Shih; S. Liu; B. Chen; H. Wang,"Institute of Information Science, Academia Sinica, Taiwan; National Taiwan Normal University, Taiwan; Institute of Information Science, Academia Sinica, Taiwan; National Taiwan Normal University, Taiwan; Institute of Information Science, Academia Sinica, Taiwan",2015 IEEE Workshop on Automatic Speech Recognition and Understanding (ASRU),11-Feb-16,2015,,,207,214,"Representation learning has emerged as a newly active research subject in many machine learning applications because of its excellent performance. As an instantiation, word embedding has been widely used in the natural language processing area. However, as far as we are aware, there are relatively few studies investigating paragraph embedding methods in extractive text or speech summarization. Extractive summarization aims at selecting a set of indicative sentences from a source document to express the most important theme of the document. There is a general consensus that relevance and redundancy are both critical issues for users in a realistic summarization scenario. However, most of the existing methods focus on determining only the relevance degree between sentences and a given document, while the redundancy degree is calculated by a post-processing step. Based on these observations, three contributions are proposed in this paper. First, we comprehensively compare the word and paragraph embedding methods for spoken document summarization. Next, we propose a novel summarization framework which can take both relevance and redundancy information into account simultaneously. Consequently, a set of representative sentences can be automatically selected through a one-pass process. Third, we further plug in paragraph embedding methods into the proposed framework to enhance the summarization performance. Experimental results demonstrate the effectiveness of our proposed methods, compared to existing state-of-the-art methods.",,978-1-4799-7291-3,10.1109/ASRU.2015.7404796,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7404796,Spoken document;summarization;embedding;relevance;redundancy,Redundancy;Training;Context modeling;Predictive models;Context;Artificial neural networks,document handling;learning (artificial intelligence);natural language processing;pattern clustering,paragraph embeddings;density peaks clustering;spoken document summarization;representation learning;machine learning application;word embedding;natural language processing;extractive text;speech summarization;extractive summarization;relevance information;redundancy information,,3,,45,,11-Feb-16,,,IEEE,IEEE Conferences
Application of the discrete wavelet transform to identification of questioned documents,Â÷´²¤pªiÅÜ´«¦b¥iºÃ¤å¥óÃÑ§O¤¤ªºÀ³¥Î,D. Levin; R. Conn; M. Kam,"Dept. of Electr. & Comput. Eng., Drexel Univ., Philadelphia, PA, USA; Dept. of Electr. & Comput. Eng., Drexel Univ., Philadelphia, PA, USA; Dept. of Electr. & Comput. Eng., Drexel Univ., Philadelphia, PA, USA",Proceedings of IEEE-SP International Symposium on Time- Frequency and Time-Scale Analysis,6-Aug-02,1994,,,318,321,"Identification of questioned documents (QDs) is the process of associating documents produced by an unknown writer with labeled archival samples. Here we use the discrete wavelet transform (DWT) to extract characteristics of letters and words of archival database samples, and questioned documents that need to be identified. Using standard clustering techniques, database document characteristics are categorized into distinct classes. These classes are labeled by the names of the known database writers. Identification of QDs is then made on the basis of the distance between QD characteristics and the database classes. We provide preliminary examples on a database of documents that was generated by nine writers. Seven different DWTs (and a voting scheme) were employed to make decisions about the QD's associations. The high success rate in identification of these samples indicates the potential that DWT-based method have in QD identification.<>",,0-7803-2127-8,10.1109/TFSA.1994.467230,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=467230,,Discrete wavelet transforms;Vocabulary;Image databases;Algorithm design and analysis;Image segmentation;Application software;Voting;Pattern recognition;Forensics;Contracts,handwriting recognition;document handling;document image processing;transforms;wavelet transforms;visual databases,discrete wavelet transform;questioned documents identification;archival database samples;standard clustering techniques;database document characteristics;voting scheme,,1,,9,,6-Aug-02,,,IEEE,IEEE Conferences
Direct and latent modeling techniques for computing spoken document similarity,ª½±µ©M¼ç¦b«Ø¼Ò§Þ³N¡A¥Î©ó­pºâ»y­µ¤åÀÉ¬Û¦ü«×,T. J. Hazen,"MIT Lincoln Laboratory, Lexington, Massachusetts, USA",2010 IEEE Spoken Language Technology Workshop,24-Jan-11,2010,,,366,371,"Document similarity measures are required for a variety of data organization and retrieval tasks including document clustering, document link detection, and query-by-example document retrieval. In this paper we examine existing and novel document similarity measures for use with spoken document collections processed with automatic speech recognition (ASR) technology. We compare direct vector space approaches using the cosine similarity measure applied to feature vectors constructed with various forms of term frequency inverse document frequency (TF-IDF) normalization against latent topic modeling approaches based on latent Dirichlet allocation (LDA). In document link detection experiments on the Fisher Corpus, we find that an approach that applies bagging to models derived from LDA substantially outperforms the direct vector space approach.",,978-1-4244-7902-3,10.1109/SLT.2010.5700880,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5700880,document similarity;document link detection;latent topic modeling,Bagging;Training;Probabilistic logic;Feature extraction;Lattices;Automatic speech recognition,document handling;file organisation;information retrieval;speech recognition,direct modeling techniques;latent modeling techniques;spoken document similarity computing;data organization;query-by-example document retrieval;automatic speech recognition technology;term frequency inverse document frequency normalization;latent Dirichlet allocation;document link detection experiments;Fisher corpus,,10,,14,,24-Jan-11,,,IEEE,IEEE Conferences
SOPHIA: an interactive cluster-based retrieval system for the OHSUMED collection,SOPHIA¡GOHSUMED¶°¦Xªº°ò©ó¶°¸sªº¥æ¤¬¦¡ÀË¯Á¨t²Î,V. Dobrynin; D. Patterson; M. Galushka; N. Rooney,"Dept. of Programming Technol., St. Petersburg State Univ., Russia; NA; NA; NA",IEEE Transactions on Information Technology in Biomedicine,13-Jun-05,2005,9,2,256,265,"The ability to perform an exploratory search and retrieval of relevant documents from a large collection of domain-specific documents is an important requirement both in the field of medicine and other areas. In this paper, we present a unsupervised distributional clustering technique called SOPHIA. SOPHIA provides a semantically meaningful visual clustering of the document corpus in conjunction with an intuitive interactive search facility. We assess the effectiveness of SOPHIA's cluster-based information retrieval for the MEDLINE testset collection known as OHSUMED.",1558-0032,,10.1109/TITB.2005.847184,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435423,Clustering;information retrieval;MEDLINE,Clustering algorithms;Information retrieval;Indexing;Knowledge engineering;Partitioning algorithms;Testing;Power system modeling;Vocabulary;Euclidean distance,medical information systems;information retrieval systems;interactive systems;information retrieval,SOPHIA;interactive cluster-based retrieval system;OHSUMED collection;exploratory search;domain-specific document;unsupervised distributional clustering technique;semantically meaningful visual clustering;document corpus;interactive search faculty;cluster-based information retrieval;MEDLINE testset collection,"Artificial Intelligence;Cluster Analysis;Information Storage and Retrieval;Vocabulary, Controlled",10,,22,,13-Jun-05,,,IEEE,IEEE Journals
Sequential speaker clustering based on second order statistical measures,°ò©ó¤G¶¥²Î­p¶qªº¶¶§Ç»¡¸Ü¤H»EÃþ,S. Ouamour; H. Sayoud,"Electronics and Computer engineering Institute, USTHB University, Algiers, Algeria; Electronics and Computer engineering Institute, USTHB University, Algiers, Algeria",2010 The 2nd International Conference on Industrial Mechatronics and Automation,3-Aug-10,2010,2,,42,45,"This paper presents an investigation on the sequential clustering, based on second order statistical measures, for the task of speaker diarization. This clustering technique, which represents the second part of a global system of speaker indexing, is made for gathering the homogeneous segments obtained during the segmentation step. Most existing clustering systems are based on hierarchical clustering as agglomerative techniques. Such systems present two problems: finding the stopping criterion and choosing the threshold of clustering decision. In this research work, we try to resolve the first problem (stopping criterion) by proposing a sequential clustering approach based on second order statistical measures in order to gather the similar homogeneous segments (obtained by the segmentation process). At the end, each class will contain the global intervention of only one speaker in the entire audio document. Our sequential clustering approach uses a mono gaussian measure, called Î¼GÎ², which is able to assess the degree of similarity between the different homogeneous segments. Experiments are done on a subset of Hub4 Broadcast-News database and the corresponding results show that the implemented algorithms are interesting for the task of speaker clustering.",,978-1-4244-7656-5,10.1109/ICINDMA.2010.5538371,,https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5538371,Speaker clustering;speech segmentation;speaker diarization;sequential clustering;speech processing,Industrial electronics;Indexing;Speech processing;Computer industry;Electronics industry;Mechatronics;Automation;Assembly systems;TV broadcasting;MONOS devices,Gaussian processes;indexing;pattern clustering;speech processing;statistical analysis,sequential speaker clustering;second order statistical measures;speaker diarization;speaker indexing;agglomerative techniques;mono Gaussian measure;Hub4 Broadcast-News database;speech segmentation;audio document,,,,10,,3-Aug-10,,,IEEE,IEEE Conferences
